dataset,noise_rate,seed,strategy,k,gain
Cora,0.3,2,s,50,0.04400002956390381
Cora,0.3,2,s,75,0.06999999284744263
Cora,0.3,2,s,100,0.041999995708465576
Cora,0.3,2,d,2,0.050999999046325684
Cora,0.3,2,d,5,0.0040000081062316895
Cora,0.3,2,d,10,-0.310000017285347
Cora,0.3,2,d,15,-0.2760000079870224
Cora,0.3,2,d,20,-0.3540000170469284
Cora,0.3,2,d,30,-0.3540000170469284
Cora,0.3,2,d,50,-0.3540000170469284
Cora,0.3,2,d,75,-0.3540000170469284
Cora,0.3,2,d,100,-0.3540000170469284
Cora,0.3,2,p,2,0.09900003671646118
Cora,0.3,2,p,5,0.017000019550323486
Cora,0.3,2,p,10,-0.07699999213218689
Cora,0.3,2,p,15,-0.271000012755394
Cora,0.3,2,p,20,-0.3540000170469284
Cora,0.3,2,p,30,-0.3540000170469284
Cora,0.3,2,p,50,-0.3540000170469284
Cora,0.3,2,p,75,-0.3540000170469284
Cora,0.3,2,p,100,-0.3540000170469284
Cora,0.3,2,u,0,0.08899998664855957
Cora,0.3,3,s,2,0.05899995565414429
Cora,0.3,3,s,5,-0.013999998569488525
Cora,0.3,3,s,10,-0.017000019550323486
Cora,0.3,3,s,15,0.02799999713897705
Cora,0.3,3,s,20,-0.09000003337860107
Cora,0.3,3,s,30,0.0059999823570251465
Cora,0.3,3,s,50,-0.10000002384185791
Cora,0.3,3,s,75,-0.0350000262260437
Cora,0.3,3,s,100,-0.07400000095367432
Cora,0.3,3,d,2,0.05899995565414429
Cora,0.3,3,d,5,-0.09800004959106445
Cora,0.3,3,d,10,-0.2980000376701355
Cora,0.3,3,d,15,-0.2330000400543213
Cora,0.3,3,d,20,-0.47700004279613495
Cora,0.3,3,d,30,-0.47700004279613495
Cora,0.3,3,d,50,-0.47700004279613495
Cora,0.3,3,d,75,-0.6070000529289246
Cora,0.3,3,d,100,-0.6070000529289246
Cora,0.3,3,p,2,0.07499998807907104
Cora,0.3,3,p,5,0.05399996042251587
Cora,0.3,3,p,10,-0.1300000250339508
Cora,0.3,3,p,15,-0.284000039100647
Cora,0.3,3,p,20,-0.6070000529289246
Cora,0.3,3,p,30,-0.47700004279613495
Cora,0.3,3,p,50,-0.6070000529289246
Cora,0.3,3,p,75,-0.6070000529289246
Cora,0.3,3,p,100,-0.6070000529289246
Cora,0.3,3,u,0,0.04499995708465576
Cora,0.3,4,s,2,0.09600001573562622
Cora,0.3,4,s,5,0.012000024318695068
Cora,0.3,4,s,10,0.021000027656555176
Cora,0.3,4,s,15,0.0040000081062316895
Cora,0.3,4,s,20,0.012000024318695068
Cora,0.3,4,s,30,-0.09299999475479126
Cora,0.3,4,s,50,-0.08599996566772461
Cora,0.3,4,s,75,-0.07899999618530273
Cora,0.3,4,s,100,-0.04499995708465576
Cora,0.3,4,d,2,0.017000019550323486
Cora,0.3,4,d,5,-0.16999998688697815
Cora,0.3,4,d,10,-0.4189999997615814
Cora,0.3,4,d,15,-0.47600000351667404
Cora,0.3,4,d,20,-0.4830000102519989
Cora,0.3,4,d,30,-0.4880000054836273
Cora,0.3,4,d,50,-0.48900000751018524
Cora,0.3,4,d,75,-0.48700001090765
Cora,0.3,4,d,100,-0.48700001090765
Cora,0.3,4,p,2,0.018000006675720215
Cora,0.3,4,p,5,-0.14399999380111694
Cora,0.3,4,p,10,-0.4440000057220459
Cora,0.3,4,p,15,-0.5220000073313713
Cora,0.3,4,p,20,-0.47300000488758087
Cora,0.3,4,p,30,-0.48700001090765
Cora,0.3,4,p,50,-0.48700001090765
Cora,0.3,4,p,75,-0.48700001090765
Cora,0.3,4,p,100,-0.48700001090765
Cora,0.3,4,u,0,-0.0040000081062316895
Cora,0.3,5,s,2,0.0009999871253967285
Cora,0.3,5,s,5,0.009999990463256836
Cora,0.3,5,s,10,0.0480000376701355
Cora,0.3,5,s,15,0.0009999871253967285
Cora,0.3,5,s,20,-0.022000014781951904
Cora,0.3,5,s,30,-0.0209999680519104
Cora,0.3,5,s,50,-0.029999971389770508
Cora,0.3,5,s,75,-0.0820000171661377
Cora,0.3,5,s,100,-0.0559999942779541
Cora,0.3,5,d,2,-0.16099998354911804
Cora,0.3,5,d,5,-0.2019999921321869
Cora,0.3,5,d,10,-0.5650000125169754
Cora,0.3,5,d,15,-0.4750000089406967
Cora,0.3,5,d,20,-0.5650000125169754
Cora,0.3,5,d,30,-0.5650000125169754
Cora,0.3,5,d,50,-0.5650000125169754
Cora,0.3,5,d,75,-0.5650000125169754
Cora,0.3,5,d,100,-0.5650000125169754
Cora,0.3,5,p,2,-0.04799997806549072
Cora,0.3,5,p,5,-0.18599998950958252
Cora,0.3,5,p,10,-0.5250000059604645
Cora,0.3,5,p,15,-0.5650000125169754
Cora,0.3,5,p,20,-0.5920000150799751
Cora,0.3,5,p,30,-0.5650000125169754
Cora,0.3,5,p,50,-0.5650000125169754
Cora,0.3,5,p,75,-0.5650000125169754
Cora,0.3,5,p,100,-0.5650000125169754
Cora,0.3,5,u,0,0.00700002908706665
Cora,0.3,6,s,2,0.024000048637390137
Cora,0.3,6,s,5,-0.08699995279312134
Cora,0.3,6,s,10,0.058000028133392334
Cora,0.3,6,s,15,0.025000035762786865
Cora,0.3,6,s,20,-0.03700000047683716
Cora,0.3,6,s,30,-0.010999977588653564
Cora,0.3,6,s,50,-0.026999950408935547
Cora,0.3,6,s,75,-0.07899999618530273
Cora,0.3,6,s,100,0.025000035762786865
Cora,0.3,6,d,2,-0.01699995994567871
Cora,0.3,6,d,5,-0.19199997186660767
Cora,0.3,6,d,10,-0.3619999885559082
Cora,0.3,6,d,15,-0.4619999974966049
Cora,0.3,6,d,20,-0.4619999974966049
Cora,0.3,6,d,30,-0.4619999974966049
Cora,0.3,6,d,50,-0.4619999974966049
Cora,0.3,6,d,75,-0.4619999974966049
Cora,0.3,6,d,100,-0.4619999974966049
Cora,0.3,6,p,2,-0.08199995756149292
Cora,0.3,6,p,5,-0.11499997973442078
Cora,0.3,6,p,10,-0.4619999974966049
Cora,0.3,6,p,15,-0.4619999974966049
Cora,0.3,6,p,20,-0.4619999974966049
Cora,0.3,6,p,30,-0.4619999974966049
Cora,0.3,6,p,50,-0.4619999974966049
Cora,0.3,6,p,75,-0.4619999974966049
Cora,0.3,6,p,100,-0.4619999974966049
Cora,0.3,6,u,0,0.11600005626678467
Cora,0.3,7,s,2,0.00700002908706665
Cora,0.3,7,s,5,-0.008000016212463379
Cora,0.3,7,s,10,-0.046999990940093994
Cora,0.3,7,s,15,-0.02599996328353882
Cora,0.3,7,s,20,0.003000020980834961
Cora,0.3,7,s,30,-0.011999964714050293
Cora,0.3,7,s,50,-0.05399996042251587
Cora,0.3,7,s,75,-0.07199996709823608
Cora,0.3,7,s,100,-0.08700001239776611
Cora,0.3,7,d,2,-0.0559999942779541
Cora,0.3,7,d,5,-0.09499996900558472
Cora,0.3,7,d,10,-0.3779999911785126
Cora,0.3,7,d,15,-0.3970000147819519
Cora,0.3,7,d,20,-0.3959999978542328
Cora,0.3,7,d,30,-0.3970000147819519
Cora,0.3,7,d,50,-0.3970000147819519
Cora,0.3,7,d,75,-0.3970000147819519
Cora,0.3,7,d,100,-0.3970000147819519
Cora,0.3,7,p,2,0.016000032424926758
Cora,0.3,7,p,5,-0.07400000095367432
Cora,0.3,7,p,10,-0.37400001287460327
Cora,0.3,7,p,15,-0.3970000147819519
Cora,0.3,7,p,20,-0.3970000147819519
Cora,0.3,7,p,30,-0.3970000147819519
Cora,0.3,7,p,50,-0.3970000147819519
Cora,0.3,7,p,75,-0.3970000147819519
Cora,0.3,7,p,100,-0.3970000147819519
Cora,0.3,7,u,0,0.018000006675720215
Cora,0.3,8,s,2,-0.05100002884864807
Cora,0.3,8,s,5,-0.03600001335144043
Cora,0.3,8,s,10,0.038999974727630615
Cora,0.3,8,s,15,-0.07000002264976501
Cora,0.3,8,s,20,-0.027000010013580322
Cora,0.3,8,s,30,-0.018000006675720215
Cora,0.3,8,s,50,0.0009999871253967285
Cora,0.3,8,s,75,-0.10500001907348633
Cora,0.3,8,s,100,-0.01100003719329834
Cora,0.3,8,d,2,-0.029000043869018555
Cora,0.3,8,d,5,-0.27800002694129944
Cora,0.3,8,d,10,-0.45600004494190216
Cora,0.3,8,d,15,-0.45600004494190216
Cora,0.3,8,d,20,-0.45600004494190216
Cora,0.3,8,d,30,-0.45600004494190216
Cora,0.3,8,d,50,-0.45600004494190216
Cora,0.3,8,d,75,-0.45600004494190216
Cora,0.3,8,d,100,-0.45600004494190216
Cora,0.3,8,p,2,-0.06700003147125244
Cora,0.3,8,p,5,-0.26100003719329834
Cora,0.3,8,p,10,-0.45600004494190216
Cora,0.3,8,p,15,-0.45600004494190216
Cora,0.3,8,p,20,-0.45600004494190216
Cora,0.3,8,p,30,-0.45600004494190216
Cora,0.3,8,p,50,-0.45600004494190216
Cora,0.3,8,p,75,-0.45600004494190216
Cora,0.3,8,p,100,-0.45600004494190216
Cora,0.3,8,u,0,-0.046000003814697266
Cora,0.3,9,s,2,0.08600002527236938
Cora,0.3,9,s,5,0.1029999852180481
Cora,0.3,9,s,10,0.08700001239776611
Cora,0.3,9,s,15,0.08499997854232788
Cora,0.3,9,s,20,0.0040000081062316895
Cora,0.3,9,s,30,0.0059999823570251465
Cora,0.3,9,s,50,0.06199997663497925
Cora,0.3,9,s,75,0.02499997615814209
Cora,0.3,9,s,100,0.04799997806549072
Cora,0.3,9,d,2,0.08399999141693115
Cora,0.3,9,d,5,0.08300000429153442
Cora,0.3,9,d,10,-0.23500001430511475
Cora,0.3,9,d,15,-0.28700000047683716
Cora,0.3,9,d,20,-0.27900001406669617
Cora,0.3,9,d,30,-0.3490000069141388
Cora,0.3,9,d,50,-0.4180000126361847
Cora,0.3,9,d,75,-0.5860000252723694
Cora,0.3,9,d,100,-0.5860000252723694
Cora,0.3,9,p,2,0.11400002241134644
Cora,0.3,9,p,5,0.04400002956390381
Cora,0.3,9,p,10,-0.12999999523162842
Cora,0.3,9,p,15,-0.28700000047683716
Cora,0.3,9,p,20,-0.4150000214576721
Cora,0.3,9,p,30,-0.5860000252723694
Cora,0.3,9,p,50,-0.5860000252723694
Cora,0.3,9,p,75,-0.5860000252723694
Cora,0.3,9,p,100,-0.5860000252723694
Cora,0.3,9,u,0,0.08799999952316284
Cora,0.4,0,s,2,0.13100001215934753
Cora,0.4,0,s,5,0.11500003933906555
Cora,0.4,0,s,10,0.10600003600120544
Cora,0.4,0,s,15,0.12000003457069397
Cora,0.4,0,s,20,0.05700001120567322
Cora,0.4,0,s,30,0.07000002264976501
Cora,0.4,0,s,50,0.05300000309944153
Cora,0.4,0,s,75,0.02000001072883606
Cora,0.4,0,s,100,0.03200000524520874
Cora,0.4,0,d,2,0.23899999260902405
Cora,0.4,0,d,5,-0.0020000040531158447
Cora,0.4,0,d,10,-0.34200000762939453
Cora,0.4,0,d,15,-0.34200000762939453
Cora,0.4,0,d,20,-0.34200000762939453
Cora,0.4,0,d,30,-0.34200000762939453
Cora,0.4,0,d,50,-0.34200000762939453
Cora,0.4,0,d,75,-0.34200000762939453
Cora,0.4,0,d,100,-0.34200000762939453
Cora,0.4,0,p,2,0.15000000596046448
Cora,0.4,0,p,5,-0.07100000977516174
Cora,0.4,0,p,10,-0.34200000762939453
Cora,0.4,0,p,15,-0.34200000762939453
Cora,0.4,0,p,20,-0.34200000762939453
Cora,0.4,0,p,30,-0.34200000762939453
Cora,0.4,0,p,50,-0.34200000762939453
Cora,0.4,0,p,75,-0.34200000762939453
Cora,0.4,0,p,100,-0.34200000762939453
Cora,0.4,0,u,0,0.23200002312660217
Cora,0.4,1,s,2,0.13999998569488525
Cora,0.4,1,s,5,0.05900001525878906
Cora,0.4,1,s,10,0.10600000619888306
Cora,0.4,1,s,15,0.05799996852874756
Cora,0.4,1,s,20,0.038999974727630615
Cora,0.4,1,s,30,0.06800001859664917
Cora,0.4,1,s,50,0.04000002145767212
Cora,0.4,1,s,75,0.0009999871253967285
Cora,0.4,1,s,100,0.03799998760223389
Cora,0.4,1,d,2,0.04100000858306885
Cora,0.4,1,d,5,-0.06999999284744263
Cora,0.4,1,d,10,-0.2500000298023224
Cora,0.4,1,d,15,-0.4870000258088112
Cora,0.4,1,d,20,-0.4870000258088112
Cora,0.4,1,d,30,-0.4870000258088112
Cora,0.4,1,d,50,-0.4870000258088112
Cora,0.4,1,d,75,-0.4870000258088112
Cora,0.4,1,d,100,-0.4870000258088112
Cora,0.4,1,p,2,-0.042999982833862305
Cora,0.4,1,p,5,-0.06099998950958252
Cora,0.4,1,p,10,-0.2970000207424164
Cora,0.4,1,p,15,-0.4870000258088112
Cora,0.4,1,p,20,-0.5900000333786011
Cora,0.4,1,p,30,-0.4870000258088112
Cora,0.4,1,p,50,-0.5900000333786011
Cora,0.4,1,p,75,-0.4870000258088112
Cora,0.4,1,p,100,-0.4870000258088112
Cora,0.4,1,u,0,0.06999999284744263
Cora,0.4,2,s,2,0.08100003004074097
Cora,0.4,2,s,5,0.14500004053115845
Cora,0.4,2,s,10,0.06499999761581421
Cora,0.4,2,s,15,0.0910000205039978
Cora,0.4,2,s,20,0.04300004243850708
Cora,0.4,2,s,30,0.006000012159347534
Cora,0.4,2,s,50,0.02399998903274536
Cora,0.4,2,s,75,-0.0009999871253967285
Cora,0.4,2,s,100,0.023000001907348633
Cora,0.4,2,d,2,0.0350000262260437
Cora,0.4,2,d,5,0.026000022888183594
Cora,0.4,2,d,10,-0.30400000512599945
Cora,0.4,2,d,15,-0.3270000070333481
Cora,0.4,2,d,20,-0.3270000070333481
Cora,0.4,2,d,30,-0.3270000070333481
Cora,0.4,2,d,50,-0.3270000070333481
Cora,0.4,2,d,75,-0.3270000070333481
Cora,0.4,2,d,100,-0.3270000070333481
Cora,0.4,2,p,2,0.08899998664855957
Cora,0.4,2,p,5,0.03900003433227539
Cora,0.4,2,p,10,-0.3020000010728836
Cora,0.4,2,p,15,-0.3270000070333481
Cora,0.4,2,p,20,-0.3270000070333481
Cora,0.4,2,p,30,-0.3270000070333481
Cora,0.4,2,p,50,-0.3270000070333481
Cora,0.4,2,p,75,-0.3270000070333481
Cora,0.4,2,p,100,-0.3270000070333481
Cora,0.4,2,u,0,0.050000011920928955
Cora,0.4,3,s,2,0.06099998950958252
Cora,0.4,3,s,5,-0.06199997663497925
Cora,0.4,3,s,10,0.046000003814697266
Cora,0.4,3,s,15,0.06599998474121094
Cora,0.4,3,s,20,-0.050999999046325684
Cora,0.4,3,s,30,0.008000016212463379
Cora,0.4,3,s,50,0.0020000338554382324
Cora,0.4,3,s,75,-0.014999985694885254
Cora,0.4,3,s,100,-0.04900002479553223
Cora,0.4,3,d,2,0.08100003004074097
Cora,0.4,3,d,5,-0.06699997186660767
Cora,0.4,3,d,10,-0.43400001525878906
Cora,0.4,3,d,15,-0.3830000162124634
Cora,0.4,3,d,20,-0.48600001633167267
Cora,0.4,3,d,30,-0.48600001633167267
Cora,0.4,3,d,50,-0.48600001633167267
Cora,0.4,3,d,75,-0.48600001633167267
Cora,0.4,3,d,100,-0.48600001633167267
Cora,0.4,3,p,2,-0.03799998760223389
Cora,0.4,3,p,5,-0.171999990940094
Cora,0.4,3,p,10,-0.35500000417232513
Cora,0.4,3,p,15,-0.48600001633167267
Cora,0.4,3,p,20,-0.48600001633167267
Cora,0.4,3,p,30,-0.48600001633167267
Cora,0.4,3,p,50,-0.48600001633167267
Cora,0.4,3,p,75,-0.48600001633167267
Cora,0.4,3,p,100,-0.48600001633167267
Cora,0.4,3,u,0,0.03700000047683716
Cora,0.4,4,s,2,0.03799998760223389
Cora,0.4,4,s,5,0.0989999771118164
Cora,0.4,4,s,10,0.08699995279312134
Cora,0.4,4,s,15,-0.0480000376701355
Cora,0.4,4,s,20,0.029999971389770508
Cora,0.4,4,s,30,0.006999969482421875
Cora,0.4,4,s,50,-0.029000043869018555
Cora,0.4,4,s,75,-0.024000048637390137
Cora,0.4,4,s,100,-0.006000041961669922
Cora,0.4,4,d,2,0.035999953746795654
Cora,0.4,4,d,5,-0.1990000307559967
Cora,0.4,4,d,10,-0.43800004571676254
Cora,0.4,4,d,15,-0.43900004029273987
Cora,0.4,4,d,20,-0.43800004571676254
Cora,0.4,4,d,30,-0.43800004571676254
Cora,0.4,4,d,50,-0.43800004571676254
Cora,0.4,4,d,75,-0.43800004571676254
Cora,0.4,4,d,100,-0.43800004571676254
Cora,0.4,4,p,2,0.0559999942779541
Cora,0.4,4,p,5,-0.36500003933906555
Cora,0.4,4,p,10,-0.4370000436902046
Cora,0.4,4,p,15,-0.43900004029273987
Cora,0.4,4,p,20,-0.43900004029273987
Cora,0.4,4,p,30,-0.43800004571676254
Cora,0.4,4,p,50,-0.43800004571676254
Cora,0.4,4,p,75,-0.43800004571676254
Cora,0.4,4,p,100,-0.43800004571676254
Cora,0.4,4,u,0,-0.010000050067901611
Cora,0.4,5,s,2,0.009000003337860107
Cora,0.4,5,s,5,0.018999993801116943
Cora,0.4,5,s,10,0.018999993801116943
Cora,0.4,5,s,15,0.016000032424926758
Cora,0.4,5,s,20,0.019999980926513672
Cora,0.4,5,s,30,-0.0009999871253967285
Cora,0.4,5,s,50,-0.06400001049041748
Cora,0.4,5,s,75,-0.05900001525878906
Cora,0.4,5,s,100,-0.078000009059906
Cora,0.4,5,d,2,0.0009999871253967285
Cora,0.4,5,d,5,-0.33900001645088196
Cora,0.4,5,d,10,-0.5460000187158585
Cora,0.4,5,d,15,-0.5460000187158585
Cora,0.4,5,d,20,-0.5460000187158585
Cora,0.4,5,d,30,-0.5460000187158585
Cora,0.4,5,d,50,-0.5460000187158585
Cora,0.4,5,d,75,-0.5460000187158585
Cora,0.4,5,d,100,-0.5460000187158585
Cora,0.4,5,p,2,0.050000011920928955
Cora,0.4,5,p,5,-0.3230000138282776
Cora,0.4,5,p,10,-0.5460000187158585
Cora,0.4,5,p,15,-0.5460000187158585
Cora,0.4,5,p,20,-0.5460000187158585
Cora,0.4,5,p,30,-0.5460000187158585
Cora,0.4,5,p,50,-0.5460000187158585
Cora,0.4,5,p,75,-0.5460000187158585
Cora,0.4,5,p,100,-0.5460000187158585
Cora,0.4,5,u,0,0.04100000858306885
Cora,0.4,6,s,2,-0.035999953746795654
Cora,0.4,6,s,5,-0.03700000047683716
Cora,0.4,6,s,10,-0.08099997043609619
Cora,0.4,6,s,15,-0.03700000047683716
Cora,0.4,6,s,20,0.03400003910064697
Cora,0.4,6,s,30,0.0820000171661377
Cora,0.4,6,s,50,0.0700000524520874
Cora,0.4,6,s,75,0.054000020027160645
Cora,0.4,6,s,100,0.09200000762939453
Cora,0.4,6,d,2,-0.03700000047683716
Cora,0.4,6,d,5,-0.3739999979734421
Cora,0.4,6,d,10,-0.5179999992251396
Cora,0.4,6,d,15,-0.5170000046491623
Cora,0.4,6,d,20,-0.5190000012516975
Cora,0.4,6,d,30,-0.5190000012516975
Cora,0.4,6,d,50,-0.5190000012516975
Cora,0.4,6,d,75,-0.5190000012516975
Cora,0.4,6,d,100,-0.5190000012516975
Cora,0.4,6,p,2,-0.15299999713897705
Cora,0.4,6,p,5,-0.32600000500679016
Cora,0.4,6,p,10,-0.49000000208616257
Cora,0.4,6,p,15,-0.5200000032782555
Cora,0.4,6,p,20,-0.5190000012516975
Cora,0.4,6,p,30,-0.5190000012516975
Cora,0.4,6,p,50,-0.5179999992251396
Cora,0.4,6,p,75,-0.5190000012516975
Cora,0.4,6,p,100,-0.5190000012516975
Cora,0.4,6,u,0,-0.05500000715255737
Cora,0.4,7,s,2,0.06299996376037598
Cora,0.4,7,s,5,0.02399998903274536
Cora,0.4,7,s,10,0.038999974727630615
Cora,0.4,7,s,15,0.018999993801116943
Cora,0.4,7,s,20,-0.030000030994415283
Cora,0.4,7,s,30,-0.00700002908706665
Cora,0.4,7,s,50,-0.10500001907348633
Cora,0.4,7,s,75,-0.1300000250339508
Cora,0.4,7,s,100,-0.1470000147819519
Cora,0.4,7,d,2,0.0559999942779541
Cora,0.4,7,d,5,-0.21100002527236938
Cora,0.4,7,d,10,-0.4700000360608101
Cora,0.4,7,d,15,-0.03299999237060547
Cora,0.4,7,d,20,-0.40800003707408905
Cora,0.4,7,d,30,-0.49400003254413605
Cora,0.4,7,d,50,-0.5850000381469727
Cora,0.4,7,d,75,-0.5850000381469727
Cora,0.4,7,d,100,-0.5850000381469727
Cora,0.4,7,p,2,-0.0990000069141388
Cora,0.4,7,p,5,-0.21700000762939453
Cora,0.4,7,p,10,-0.0559999942779541
Cora,0.4,7,p,15,-0.2250000238418579
Cora,0.4,7,p,20,-0.49400003254413605
Cora,0.4,7,p,30,-0.5850000381469727
Cora,0.4,7,p,50,-0.5210000351071358
Cora,0.4,7,p,75,-0.5850000381469727
Cora,0.4,7,p,100,-0.5850000381469727
Cora,0.4,7,u,0,0.08300000429153442
Cora,0.4,8,s,2,0.009000003337860107
Cora,0.4,8,s,5,-0.0169999897480011
Cora,0.4,8,s,10,0.027000010013580322
Cora,0.4,8,s,15,-0.030000001192092896
Cora,0.4,8,s,20,-0.04999998211860657
Cora,0.4,8,s,30,-0.003999978303909302
Cora,0.4,8,s,50,0.11800003051757812
Cora,0.4,8,s,75,0.07200002670288086
Cora,0.4,8,s,100,0.06099998950958252
Cora,0.4,8,d,2,-0.0059999823570251465
Cora,0.4,8,d,5,-0.2639999985694885
Cora,0.4,8,d,10,-0.39400000870227814
Cora,0.4,8,d,15,-0.39400000870227814
Cora,0.4,8,d,20,-0.39400000870227814
Cora,0.4,8,d,30,-0.39400000870227814
Cora,0.4,8,d,50,-0.39400000870227814
Cora,0.4,8,d,75,-0.39400000870227814
Cora,0.4,8,d,100,-0.39400000870227814
Cora,0.4,8,p,2,-0.13199999928474426
Cora,0.4,8,p,5,-0.25699999928474426
Cora,0.4,8,p,10,-0.39400000870227814
Cora,0.4,8,p,15,-0.39400000870227814
Cora,0.4,8,p,20,-0.39400000870227814
Cora,0.4,8,p,30,-0.39400000870227814
Cora,0.4,8,p,50,-0.39400000870227814
Cora,0.4,8,p,75,-0.39400000870227814
Cora,0.4,8,p,100,-0.39400000870227814
Cora,0.4,8,u,0,-0.07199999690055847
Cora,0.4,9,s,2,0.033000051975250244
Cora,0.4,9,s,5,0.14500004053115845
Cora,0.4,9,s,10,0.15500003099441528
Cora,0.4,9,s,15,0.11800003051757812
Cora,0.4,9,s,20,0.09200000762939453
Cora,0.4,9,s,30,0.09200000762939453
Cora,0.4,9,s,50,0.09500002861022949
Cora,0.4,9,s,75,0.08900004625320435
Cora,0.4,9,s,100,-0.0059999823570251465
Cora,0.4,9,d,2,0.11000001430511475
Cora,0.4,9,d,5,-0.039999961853027344
Cora,0.4,9,d,10,-0.37299999594688416
Cora,0.4,9,d,15,-0.2939999848604202
Cora,0.4,9,d,20,-0.2759999930858612
Cora,0.4,9,d,30,-0.34299999475479126
Cora,0.4,9,d,50,-0.5139999985694885
Cora,0.4,9,d,75,-0.5139999985694885
Cora,0.4,9,d,100,-0.421999990940094
Cora,0.4,9,p,2,0.13100004196166992
Cora,0.4,9,p,5,0.020000040531158447
Cora,0.4,9,p,10,-0.25999999046325684
Cora,0.4,9,p,15,-0.24899998307228088
Cora,0.4,9,p,20,-0.4189999923110008
Cora,0.4,9,p,30,-0.5139999985694885
Cora,0.4,9,p,50,-0.5139999985694885
Cora,0.4,9,p,75,-0.421999990940094
Cora,0.4,9,p,100,-0.421999990940094
Cora,0.4,9,u,0,0.17200005054473877
Cora,0.5,0,s,2,0.12099999189376831
Cora,0.5,0,s,5,0.08599996566772461
Cora,0.5,0,s,10,0.2059999704360962
Cora,0.5,0,s,15,0.030999988317489624
Cora,0.5,0,s,20,0.11500000953674316
Cora,0.5,0,s,30,0.06999999284744263
Cora,0.5,0,s,50,0.04999998211860657
Cora,0.5,0,s,75,0.010999977588653564
Cora,0.5,0,s,100,0.020999997854232788
Cora,0.5,0,d,2,0.13899999856948853
Cora,0.5,0,d,5,-0.19100002944469452
Cora,0.5,0,d,10,-0.30100002884864807
Cora,0.5,0,d,15,-0.30100002884864807
Cora,0.5,0,d,20,-0.30100002884864807
Cora,0.5,0,d,30,-0.30100002884864807
Cora,0.5,0,d,50,-0.30100002884864807
Cora,0.5,0,d,75,-0.30100002884864807
Cora,0.5,0,d,100,-0.30100002884864807
Cora,0.5,0,p,2,0.12299996614456177
Cora,0.5,0,p,5,-0.1770000159740448
Cora,0.5,0,p,10,-0.30100002884864807
Cora,0.5,0,p,15,-0.30100002884864807
Cora,0.5,0,p,20,-0.30100002884864807
Cora,0.5,0,p,30,-0.30100002884864807
Cora,0.5,0,p,50,-0.30100002884864807
Cora,0.5,0,p,75,-0.30100002884864807
Cora,0.5,0,p,100,-0.30100002884864807
Cora,0.5,0,u,0,0.13099998235702515
Cora,0.5,1,s,2,0.08600002527236938
Cora,0.5,1,s,5,0.1260000467300415
Cora,0.5,1,s,10,0.11900001764297485
Cora,0.5,1,s,15,0.08900004625320435
Cora,0.5,1,s,20,0.018000006675720215
Cora,0.5,1,s,30,0.06000000238418579
Cora,0.5,1,s,50,0.054000020027160645
Cora,0.5,1,s,75,0.009000003337860107
Cora,0.5,1,s,100,0.06999999284744263
Cora,0.5,1,d,2,-0.025999993085861206
Cora,0.5,1,d,5,-0.019999980926513672
Cora,0.5,1,d,10,-0.4010000005364418
Cora,0.5,1,d,15,-0.4010000005364418
Cora,0.5,1,d,20,-0.4010000005364418
Cora,0.5,1,d,30,-0.4010000005364418
Cora,0.5,1,d,50,-0.4010000005364418
Cora,0.5,1,d,75,-0.4010000005364418
Cora,0.5,1,d,100,-0.4010000005364418
Cora,0.5,1,p,2,0.05500000715255737
Cora,0.5,1,p,5,-0.04799997806549072
Cora,0.5,1,p,10,-0.4010000005364418
Cora,0.5,1,p,15,-0.4010000005364418
Cora,0.5,1,p,20,-0.4010000005364418
Cora,0.5,1,p,30,-0.4010000005364418
Cora,0.5,1,p,50,-0.4010000005364418
Cora,0.5,1,p,75,-0.4010000005364418
Cora,0.5,1,p,100,-0.4010000005364418
Cora,0.5,1,u,0,0.12300002574920654
Cora,0.5,2,s,2,0.08700001239776611
Cora,0.5,2,s,5,0.10899999737739563
Cora,0.5,2,s,10,0.06499999761581421
Cora,0.5,2,s,15,0.08199998736381531
Cora,0.5,2,s,20,0.07100000977516174
Cora,0.5,2,s,30,0.06999999284744263
Cora,0.5,2,s,50,0.009000003337860107
Cora,0.5,2,s,75,0.03299999237060547
Cora,0.5,2,s,100,0.03600001335144043
Cora,0.5,2,d,2,0.0690000057220459
Cora,0.5,2,d,5,0.025999993085861206
Cora,0.5,2,d,10,-0.2770000100135803
Cora,0.5,2,d,15,-0.30500001460313797
Cora,0.5,2,d,20,-0.28300002217292786
Cora,0.5,2,d,30,-0.30500001460313797
Cora,0.5,2,d,50,-0.40800002217292786
Cora,0.5,2,d,75,-0.40800002217292786
Cora,0.5,2,d,100,-0.40800002217292786
Cora,0.5,2,p,2,0.12200000882148743
Cora,0.5,2,p,5,0.023000001907348633
Cora,0.5,2,p,10,0.020999997854232788
Cora,0.5,2,p,15,-0.27800001204013824
Cora,0.5,2,p,20,-0.40800002217292786
Cora,0.5,2,p,30,-0.40800002217292786
Cora,0.5,2,p,50,-0.40800002217292786
Cora,0.5,2,p,75,-0.40800002217292786
Cora,0.5,2,p,100,-0.40800002217292786
Cora,0.5,2,u,0,0.14000001549720764
Cora,0.5,3,s,2,0.0059999823570251465
Cora,0.5,3,s,5,0.0480000376701355
Cora,0.5,3,s,10,0.04900002479553223
Cora,0.5,3,s,15,0.05699998140335083
Cora,0.5,3,s,20,-0.013999998569488525
Cora,0.5,3,s,30,-0.08899998664855957
Cora,0.5,3,s,50,0.017000019550323486
