dataset,noise_rate,seed,p_grd,dexp,gain
Cora,0.1,5,0.1,2,-0.0209999680519104
Cora,0.1,5,0.1,3,0.0059999823570251465
Cora,0.1,5,0.1,4,0.008000016212463379
Cora,0.1,5,0.1,5,0.03100001811981201
Cora,0.1,5,0.1,6,0.009000003337860107
Cora,0.1,5,0.1,7,0.0
Cora,0.1,5,0.1,8,-0.003000020980834961
Cora,0.1,5,0.1,9,-0.0009999871253967285
Cora,0.1,5,0.1,10,-0.003000020980834961
Cora,0.1,5,0.2,0,-0.022000014781951904
Cora,0.1,5,0.2,1,0.0009999871253967285
Cora,0.1,5,0.2,2,-0.013000011444091797
Cora,0.1,5,0.2,3,0.013000011444091797
Cora,0.1,5,0.2,4,0.00700002908706665
Cora,0.1,5,0.2,5,0.004999995231628418
Cora,0.1,5,0.2,6,-0.013000011444091797
