dataset,noise_rate,seed,strategy,k,gain
PubMed,0.5,1,p,50,0.10199999809265137
PubMed,0.5,1,p,75,0.027000010013580322
PubMed,0.5,1,p,100,-0.03200000524520874
PubMed,0.5,1,u,0,0.10500001907348633
PubMed,0.5,2,s,2,0.12299996614456177
PubMed,0.5,2,s,5,0.11599999666213989
PubMed,0.5,2,s,10,0.0989999771118164
PubMed,0.5,2,s,15,0.13499999046325684
PubMed,0.5,2,s,20,0.09499996900558472
PubMed,0.5,2,s,30,0.12899994850158691
PubMed,0.5,2,s,50,0.12099999189376831
PubMed,0.5,2,s,75,0.09700000286102295
PubMed,0.5,2,s,100,0.12999999523162842
PubMed,0.5,2,d,2,0.03700000047683716
PubMed,0.5,2,d,5,-0.0040000081062316895
PubMed,0.5,2,d,10,0.019999980926513672
PubMed,0.5,2,d,15,-0.033000022172927856
PubMed,0.5,2,d,20,-0.017000019550323486
PubMed,0.5,2,d,30,-0.09900003671646118
PubMed,0.5,2,d,50,-0.010000050067901611
PubMed,0.5,2,d,75,-0.04500001668930054
PubMed,0.5,2,d,100,-0.08000004291534424
PubMed,0.5,2,p,2,0.05399996042251587
PubMed,0.5,2,p,5,0.023000001907348633
PubMed,0.5,2,p,10,0.009999990463256836
PubMed,0.5,2,p,15,-0.0480000376701355
PubMed,0.5,2,p,20,-0.02400001883506775
PubMed,0.5,2,p,30,-0.11000004410743713
PubMed,0.5,2,p,50,-0.07600003480911255
PubMed,0.5,2,p,75,-0.10500001907348633
PubMed,0.5,2,p,100,0.0
PubMed,0.5,2,u,0,0.12299996614456177
PubMed,0.5,3,s,2,0.12099999189376831
PubMed,0.5,3,s,5,0.09000003337860107
PubMed,0.5,3,s,10,0.12599998712539673
PubMed,0.5,3,s,15,0.09299999475479126
PubMed,0.5,3,s,20,0.10000002384185791
PubMed,0.5,3,s,30,0.10500001907348633
PubMed,0.5,3,s,50,0.12400001287460327
PubMed,0.5,3,s,75,0.11800003051757812
PubMed,0.5,3,s,100,0.11300003528594971
PubMed,0.5,3,d,2,0.058000028133392334
PubMed,0.5,3,d,5,0.05699998140335083
PubMed,0.5,3,d,10,0.030000030994415283
PubMed,0.5,3,d,15,0.0339999794960022
PubMed,0.5,3,d,20,0.018000006675720215
PubMed,0.5,3,d,30,0.027000010013580322
PubMed,0.5,3,d,50,-0.004999995231628418
PubMed,0.5,3,d,75,0.03700000047683716
PubMed,0.5,3,d,100,0.027000010013580322
PubMed,0.5,3,p,2,0.06800001859664917
PubMed,0.5,3,p,5,0.04000002145767212
PubMed,0.5,3,p,10,0.04500001668930054
PubMed,0.5,3,p,15,-0.0009999871253967285
PubMed,0.5,3,p,20,0.03299999237060547
PubMed,0.5,3,p,30,0.018000006675720215
PubMed,0.5,3,p,50,0.0339999794960022
PubMed,0.5,3,p,75,-0.0059999823570251465
PubMed,0.5,3,p,100,-0.0009999871253967285
PubMed,0.5,3,u,0,0.15700000524520874
PubMed,0.5,4,s,2,0.06000000238418579
PubMed,0.5,4,s,5,0.050999999046325684
PubMed,0.5,4,s,10,0.0949999988079071
PubMed,0.5,4,s,15,0.06000000238418579
PubMed,0.5,4,s,20,0.0690000057220459
PubMed,0.5,4,s,30,0.006000012159347534
PubMed,0.5,4,s,50,0.0029999911785125732
PubMed,0.5,4,s,75,0.017000019550323486
PubMed,0.5,4,s,100,0.12800002098083496
PubMed,0.5,4,d,2,-0.0009999871253967285
PubMed,0.5,4,d,5,0.1380000114440918
PubMed,0.5,4,d,10,0.05900001525878906
PubMed,0.5,4,d,15,0.11900001764297485
PubMed,0.5,4,d,20,0.0029999911785125732
PubMed,0.5,4,d,30,-0.06999999284744263
PubMed,0.5,4,d,50,-0.164000004529953
PubMed,0.5,4,d,75,-0.164000004529953
PubMed,0.5,4,d,100,-0.164000004529953
PubMed,0.5,4,p,2,0.11700001358985901
PubMed,0.5,4,p,5,0.1680000126361847
PubMed,0.5,4,p,10,0.04399999976158142
PubMed,0.5,4,p,15,-0.0009999871253967285
PubMed,0.5,4,p,20,0.011000007390975952
PubMed,0.5,4,p,30,-0.057999998331069946
PubMed,0.5,4,p,50,-0.164000004529953
PubMed,0.5,4,p,75,-0.164000004529953
PubMed,0.5,4,p,100,-0.164000004529953
PubMed,0.5,4,u,0,0.062000006437301636
PubMed,0.5,5,s,2,-0.058999985456466675
PubMed,0.5,5,s,5,-0.09799998998641968
PubMed,0.5,5,s,10,-0.05199998617172241
PubMed,0.5,5,s,15,0.08100003004074097
PubMed,0.5,5,s,20,0.09000003337860107
PubMed,0.5,5,s,30,0.06499999761581421
PubMed,0.5,5,s,50,0.09900003671646118
PubMed,0.5,5,s,75,0.08000004291534424
PubMed,0.5,5,s,100,0.02799999713897705
PubMed,0.5,5,d,2,0.06400001049041748
PubMed,0.5,5,d,5,0.08600002527236938
PubMed,0.5,5,d,10,-0.0009999871253967285
PubMed,0.5,5,d,15,0.0690000057220459
PubMed,0.5,5,d,20,-0.008000016212463379
PubMed,0.5,5,d,30,0.009999990463256836
PubMed,0.5,5,d,50,-0.09000000357627869
PubMed,0.5,5,d,75,-0.3060000091791153
PubMed,0.5,5,d,100,-0.22499999403953552
PubMed,0.5,5,p,2,0.03400003910064697
PubMed,0.5,5,p,5,-0.011999964714050293
PubMed,0.5,5,p,10,0.03400003910064697
PubMed,0.5,5,p,15,0.04300004243850708
PubMed,0.5,5,p,20,-0.0339999794960022
PubMed,0.5,5,p,30,0.03100001811981201
PubMed,0.5,5,p,50,-0.19499999284744263
PubMed,0.5,5,p,75,-0.34300000965595245
PubMed,0.5,5,p,100,-0.3490000069141388
PubMed,0.5,5,u,0,0.10699999332427979
PubMed,0.5,6,s,2,0.07899999618530273
PubMed,0.5,6,s,5,0.0820000171661377
PubMed,0.5,6,s,10,0.09300005435943604
PubMed,0.5,6,s,15,0.078000009059906
PubMed,0.5,6,s,20,0.08600002527236938
PubMed,0.5,6,s,30,0.07300001382827759
PubMed,0.5,6,s,50,0.09200000762939453
PubMed,0.5,6,s,75,0.07200002670288086
PubMed,0.5,6,s,100,0.08600002527236938
PubMed,0.5,6,d,2,0.05200004577636719
PubMed,0.5,6,d,5,0.016000032424926758
PubMed,0.5,6,d,10,0.009000003337860107
PubMed,0.5,6,d,15,0.06200003623962402
PubMed,0.5,6,d,20,0.061000049114227295
PubMed,0.5,6,d,30,0.057000041007995605
PubMed,0.5,6,d,50,0.0
PubMed,0.5,6,d,75,0.06499999761581421
PubMed,0.5,6,d,100,0.01100003719329834
PubMed,0.5,6,p,2,0.08400005102157593
PubMed,0.5,6,p,5,0.04100000858306885
PubMed,0.5,6,p,10,-0.0209999680519104
PubMed,0.5,6,p,15,0.05500000715255737
PubMed,0.5,6,p,20,0.03200000524520874
PubMed,0.5,6,p,30,0.03400003910064697
PubMed,0.5,6,p,50,0.078000009059906
PubMed,0.5,6,p,75,0.061000049114227295
PubMed,0.5,6,p,100,0.003000020980834961
PubMed,0.5,6,u,0,0.09300005435943604
PubMed,0.5,7,s,2,-0.13500002026557922
PubMed,0.5,7,s,5,-0.14000001549720764
PubMed,0.5,7,s,10,-0.17100003361701965
PubMed,0.5,7,s,15,-0.13600003719329834
PubMed,0.5,7,s,20,-0.17900002002716064
PubMed,0.5,7,s,30,-0.07500004768371582
PubMed,0.5,7,s,50,-0.09000003337860107
PubMed,0.5,7,s,75,-0.01500004529953003
PubMed,0.5,7,s,100,-0.15300002694129944
PubMed,0.5,7,d,2,-0.025000035762786865
PubMed,0.5,7,d,5,-0.04300004243850708
PubMed,0.5,7,d,10,-0.08400005102157593
PubMed,0.5,7,d,15,-0.07700002193450928
PubMed,0.5,7,d,20,-0.013999998569488525
PubMed,0.5,7,d,30,-0.12300002574920654
PubMed,0.5,7,d,50,-0.14000001549720764
PubMed,0.5,7,d,75,-0.12300002574920654
PubMed,0.5,7,d,100,-0.21500003337860107
PubMed,0.5,7,p,2,-0.06000000238418579
PubMed,0.5,7,p,5,-0.006000041961669922
PubMed,0.5,7,p,10,-0.09299999475479126
PubMed,0.5,7,p,15,-0.08500003814697266
PubMed,0.5,7,p,20,-0.0350000262260437
PubMed,0.5,7,p,30,-0.1300000250339508
PubMed,0.5,7,p,50,-0.18300002813339233
PubMed,0.5,7,p,75,-0.18300002813339233
PubMed,0.5,7,p,100,-0.22300001978874207
PubMed,0.5,7,u,0,-0.08500003814697266
PubMed,0.5,8,s,2,0.1390000283718109
PubMed,0.5,8,s,5,0.06400004029273987
PubMed,0.5,8,s,10,0.0729999840259552
PubMed,0.5,8,s,15,0.1340000331401825
PubMed,0.5,8,s,20,0.09999999403953552
PubMed,0.5,8,s,30,0.0729999840259552
PubMed,0.5,8,s,50,0.07100000977516174
PubMed,0.5,8,s,75,0.05100002884864807
PubMed,0.5,8,s,100,0.11700001358985901
PubMed,0.5,8,d,2,-0.025000005960464478
PubMed,0.5,8,d,5,0.09599998593330383
PubMed,0.5,8,d,10,0.004999995231628418
PubMed,0.5,8,d,15,0.07500001788139343
PubMed,0.5,8,d,20,-0.01199999451637268
PubMed,0.5,8,d,30,-0.07100000977516174
PubMed,0.5,8,d,50,-0.07100000977516174
PubMed,0.5,8,d,75,-0.07100000977516174
PubMed,0.5,8,d,100,-0.07100000977516174
PubMed,0.5,8,p,2,0.0040000081062316895
PubMed,0.5,8,p,5,0.07100000977516174
PubMed,0.5,8,p,10,-0.07199999690055847
PubMed,0.5,8,p,15,0.0949999988079071
PubMed,0.5,8,p,20,0.013000011444091797
PubMed,0.5,8,p,30,-0.01600000262260437
PubMed,0.5,8,p,50,0.034000009298324585
PubMed,0.5,8,p,75,-0.07100000977516174
PubMed,0.5,8,p,100,-0.07100000977516174
PubMed,0.5,8,u,0,0.07000002264976501
PubMed,0.5,9,s,2,0.03799998760223389
PubMed,0.5,9,s,5,-0.026999980211257935
PubMed,0.5,9,s,10,0.03299999237060547
PubMed,0.5,9,s,15,-0.04099997878074646
PubMed,0.5,9,s,20,-0.02399998903274536
PubMed,0.5,9,s,30,-0.12999999523162842
PubMed,0.5,9,s,50,-0.010999977588653564
PubMed,0.5,9,s,75,0.016000032424926758
PubMed,0.5,9,s,100,-0.023000001907348633
PubMed,0.5,9,d,2,0.03900003433227539
PubMed,0.5,9,d,5,0.017000019550323486
PubMed,0.5,9,d,10,-0.046999990940093994
PubMed,0.5,9,d,15,0.00700002908706665
PubMed,0.5,9,d,20,-0.046000003814697266
PubMed,0.5,9,d,30,-0.013000011444091797
PubMed,0.5,9,d,50,0.0
PubMed,0.5,9,d,75,-0.05500000715255737
PubMed,0.5,9,d,100,-0.0339999794960022
PubMed,0.5,9,p,2,-0.010999977588653564
PubMed,0.5,9,p,5,0.03799998760223389
PubMed,0.5,9,p,10,-0.018000006675720215
PubMed,0.5,9,p,15,-0.0949999988079071
PubMed,0.5,9,p,20,-0.0029999613761901855
PubMed,0.5,9,p,30,-0.018999993801116943
PubMed,0.5,9,p,50,0.018999993801116943
PubMed,0.5,9,p,75,-0.046999990940093994
PubMed,0.5,9,p,100,-0.06599998474121094
PubMed,0.5,9,u,0,-0.04499998688697815
